transaction_date,brand_name,outlet_name,channel,ad_spend,transaction_hour,order_type,total_orders,total_completed_orders,total_sales,total_promo_orders,total_promo_sales,total_non_promo_orders,total_non_promo_sales,platform_promo_spend,clicks,impressions,reach
2020-01-01,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-01-01,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,48.15,0,0,1,48.15,0,,,
2020-01-01,Pizzeria,Pizzeria - Central,Facebook,16.49,,,,,,,,,,,27,2377,1797
2020-01-01,Pizzeria,Pizzeria - Central,Facebook,17.64,,,,,,,,,,,21,1124,575
2020-01-01,Pizzeria,Pizzeria - Central,Facebook,17.72,,,,,,,,,,,37,4477,4088
2020-01-01,Pizzeria,Pizzeria - Central,Facebook,40.69,,,,,,,,,,,69,12997,11876
2020-01-01,The Beach,The Beach,Facebook,1.1,,,,,,,,,,,6,162,162
2020-01-02,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,48.15,0,0,1,48.15,0,,,
2020-01-02,Pizzeria,Pizzeria - Central,Platform A,0,10,DELIVERY,1,1,34.24,0,0,1,34.24,0,,,
2020-01-02,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-02,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-02,Pizzeria,Pizzeria - Central,Facebook,16.73,,,,,,,,,,,16,2439,1921
2020-01-02,Pizzeria,Pizzeria - Central,Facebook,17.62,,,,,,,,,,,13,1197,620
2020-01-02,Pizzeria,Pizzeria - Central,Facebook,17.64,,,,,,,,,,,44,4358,4066
2020-01-02,Pizzeria,Pizzeria - Central,Facebook,41,,,,,,,,,,,87,14632,13768
2020-01-02,Louvré,Louvré,Facebook,2.69,,,,,,,,,,,16,344,337
2020-01-03,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,2,2,53.5,0,0,2,53.5,0,,,
2020-01-03,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-03,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,53.5,0,0,1,53.5,0,,,
2020-01-03,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,67.41,0,0,1,67.41,0,,,
2020-01-03,Pizzeria,Pizzeria - Central,Facebook,16.56,,,,,,,,,,,22,2416,1988
2020-01-03,Pizzeria,Pizzeria - Central,Facebook,17.77,,,,,,,,,,,17,1210,603
2020-01-03,Pizzeria,Pizzeria - Central,Facebook,17.93,,,,,,,,,,,41,4786,4487
2020-01-03,Pizzeria,Pizzeria - Central,Facebook,42.21,,,,,,,,,,,67,14954,13648
2020-01-03,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,28.89,0,0,1,28.89,0,,,
2020-01-03,Louvré,Louvré,Facebook,4.94,,,,,,,,,,,38,955,927
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,3,3,100.58,0,0,3,100.58,0,,,
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,30.96,0,0,1,30.96,0,,,
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,53.5,0,0,1,53.5,0,,,
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,0,17,TAKE_AWAY,1,1,21.4,0,0,1,21.4,0,,,
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,68.48,0,0,1,68.48,0,,,
2020-01-04,Pizzeria,Pizzeria - Central,Facebook,12.9,,,,,,,,,,,11,815,433
2020-01-04,Pizzeria,Pizzeria - Central,Facebook,15.87,,,,,,,,,,,19,1962,1532
2020-01-04,Pizzeria,Pizzeria - Central,Facebook,16.37,,,,,,,,,,,31,4574,4318
2020-01-04,Pizzeria,Pizzeria - Central,Facebook,31.8,,,,,,,,,,,43,8618,8134
2020-01-04,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,36.38,0,0,1,36.38,0,,,
2020-01-04,Louvré,Louvré,Facebook,4.97,,,,,,,,,,,26,1190,1165
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,14,TAKE_AWAY,1,1,29.89,0,0,1,29.89,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,74.9,0,0,2,74.9,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,21.4,0,0,1,21.4,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,13,DELIVERY,1,1,77.04,0,0,1,77.04,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,3,3,297.99,0,0,3,297.99,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,3,3,100.01,0,0,3,100.01,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Facebook,4.85,,,,,,,,,,,6,321,221
2020-01-05,Pizzeria,Pizzeria - Central,Facebook,13.92,,,,,,,,,,,14,1407,934
2020-01-05,Pizzeria,Pizzeria - Central,Facebook,14.47,,,,,,,,,,,23,3719,3514
2020-01-05,Pizzeria,Pizzeria - Central,Facebook,14.89,,,,,,,,,,,23,4450,4217
2020-01-05,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-01-05,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,1,1,33.16,0,0,1,33.16,0,,,
2020-01-05,Louvré,Louvré,Facebook,5.11,,,,,,,,,,,13,1041,1018
2020-01-05,The Brunch Place,The Brunch Place - Central,Facebook,2.68,,,,,,,,,,,11,429,393
2020-01-05,The Brunch Place,The Brunch Place - Central,Facebook,4.97,,,,,,,,,,,21,464,451
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,50.29,0,0,1,50.29,0,,,
2020-01-06,Pizzeria,Pizzeria - Central,Facebook,4.75,,,,,,,,,,,3,377,268
2020-01-06,Pizzeria,Pizzeria - Central,Facebook,14.22,,,,,,,,,,,9,1436,981
2020-01-06,Pizzeria,Pizzeria - Central,Facebook,15.33,,,,,,,,,,,27,3829,3620
2020-01-06,Pizzeria,Pizzeria - Central,Facebook,16.36,,,,,,,,,,,28,4932,4707
2020-01-06,Louvré,Louvré,Facebook,3.05,,,,,,,,,,,11,597,494
2020-01-06,Louvré,Louvré,Facebook,5.37,,,,,,,,,,,14,1145,1117
2020-01-06,The Brunch Place,The Brunch Place - Central,Facebook,4.94,,,,,,,,,,,13,828,727
2020-01-06,The Brunch Place,The Brunch Place - Central,Facebook,13.33,,,,,,,,,,,70,1402,1250
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,55.64,0,0,1,55.64,0,,,
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,4,4,172.27,0,0,4,172.27,0,,,
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,0,15,DELIVERY,1,1,64.73,0,0,1,64.73,0,,,
2020-01-07,Pizzeria,Pizzeria - Central,Facebook,4.87,,,,,,,,,,,13,379,269
2020-01-07,Pizzeria,Pizzeria - Central,Facebook,13.57,,,,,,,,,,,18,1581,1117
2020-01-07,Pizzeria,Pizzeria - Central,Facebook,14.75,,,,,,,,,,,34,4450,4231
2020-01-07,Pizzeria,Pizzeria - Central,Facebook,15.63,,,,,,,,,,,36,5206,4862
2020-01-07,Louvré,Louvré,Facebook,1.92,,,,,,,,,,,8,378,376
2020-01-07,Louvré,Louvré,Facebook,3.3,,,,,,,,,,,13,683,547
2020-01-07,The Brunch Place,The Brunch Place - Central,Facebook,5.75,,,,,,,,,,,16,839,708
2020-01-07,The Brunch Place,The Brunch Place - Central,Facebook,12.9,,,,,,,,,,,75,1434,1289
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,30.46,0,0,1,30.46,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,13,TAKE_AWAY,1,1,21.9,0,0,1,21.9,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,34.24,0,0,1,34.24,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,62.06,0,0,1,62.06,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,48.15,0,0,1,48.15,0,,,
2020-01-08,Pizzeria,Pizzeria - Central,Facebook,5.04,,,,,,,,,,,4,395,278
2020-01-08,Pizzeria,Pizzeria - Central,Facebook,14.66,,,,,,,,,,,26,4866,4606
2020-01-08,Pizzeria,Pizzeria - Central,Facebook,14.72,,,,,,,,,,,11,1513,1050
2020-01-08,Pizzeria,Pizzeria - Central,Facebook,15.52,,,,,,,,,,,36,4776,4500
2020-01-08,Louvré,Louvré,Facebook,3.38,,,,,,,,,,,5,577,451
2020-01-08,The Brunch Place,The Brunch Place - Central,Facebook,4.94,,,,,,,,,,,33,622,598
2020-01-08,The Brunch Place,The Brunch Place - Central,Facebook,12.96,,,,,,,,,,,73,1864,1730
2020-01-09,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,58.85,0,0,1,58.85,0,,,
2020-01-09,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,85.6,0,0,1,85.6,0,,,
2020-01-09,Pizzeria,Pizzeria - Central,Facebook,4.8,,,,,,,,,,,1,339,243
2020-01-09,Pizzeria,Pizzeria - Central,Facebook,13.44,,,,,,,,,,,12,1334,981
2020-01-09,Pizzeria,Pizzeria - Central,Facebook,14.29,,,,,,,,,,,30,3169,2999
2020-01-09,Pizzeria,Pizzeria - Central,Facebook,14.69,,,,,,,,,,,22,3366,3184
2020-01-09,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-09,Louvré,Louvré,Facebook,3.14,,,,,,,,,,,12,460,353
2020-01-09,The Brunch Place,The Brunch Place - Central,Facebook,4.87,,,,,,,,,,,24,673,650
2020-01-09,The Brunch Place,The Brunch Place - Central,Facebook,11.11,,,,,,,,,,,71,1693,1567
2020-01-10,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-10,Pizzeria,Pizzeria - Central,Platform A,0,10,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-01-10,Pizzeria,Pizzeria - Central,Facebook,3.99,,,,,,,,,,,2,247,192
2020-01-10,Pizzeria,Pizzeria - Central,Facebook,13.98,,,,,,,,,,,12,1549,1234
2020-01-10,Pizzeria,Pizzeria - Central,Facebook,15.76,,,,,,,,,,,30,3879,3687
2020-01-10,Pizzeria,Pizzeria - Central,Facebook,16.9,,,,,,,,,,,44,4187,4007
2020-01-10,Louvré,Louvré,Facebook,3.34,,,,,,,,,,,1,442,352
2020-01-10,The Brunch Place,The Brunch Place - Central,Facebook,1.82,,,,,,,,,,,9,213,211
2020-01-10,The Brunch Place,The Brunch Place - Central,Facebook,12.58,,,,,,,,,,,67,1006,844
2020-01-10,The Brunch Place,The Brunch Place - Central,Facebook,14.31,,,,,,,,,,,67,1842,1674
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,0,14,TAKE_AWAY,1,1,21.9,0,0,1,21.9,0,,,
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,2,2,68.48,0,0,2,68.48,0,,,
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,117.7,0,0,2,117.7,0,,,
2020-01-11,Pizzeria,Pizzeria - Central,Facebook,4.31,,,,,,,,,,,8,238,180
2020-01-11,Pizzeria,Pizzeria - Central,Facebook,13.51,,,,,,,,,,,8,1565,1248
2020-01-11,Pizzeria,Pizzeria - Central,Facebook,16.16,,,,,,,,,,,52,4393,4172
2020-01-11,Pizzeria,Pizzeria - Central,Facebook,16.97,,,,,,,,,,,45,4354,4101
2020-01-11,Louvré,Louvré,Facebook,3.24,,,,,,,,,,,5,373,280
2020-01-11,The Brunch Place,The Brunch Place - Central,Facebook,1.81,,,,,,,,,,,3,284,281
2020-01-11,The Brunch Place,The Brunch Place - Central,Facebook,13.99,,,,,,,,,,,81,1908,1758
2020-01-11,The Brunch Place,The Brunch Place - Central,Facebook,14.39,,,,,,,,,,,99,1558,1277
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,2,2,124.12,0,0,2,124.12,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,3,3,75.97,0,0,3,75.97,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,21,DELIVERY,1,0,0,0,0,0,0,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,89.88,0,0,1,89.88,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,12.84,0,0,1,12.84,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,3,3,89.81,0,0,3,89.81,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,20,TAKE_AWAY,1,1,64.2,0,0,1,64.2,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,3,3,141.74,0,0,3,141.74,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Facebook,3.95,,,,,,,,,,,1,270,206
2020-01-12,Pizzeria,Pizzeria - Central,Facebook,13.86,,,,,,,,,,,9,1690,1320
2020-01-12,Pizzeria,Pizzeria - Central,Facebook,15.62,,,,,,,,,,,34,3951,3708
2020-01-12,Pizzeria,Pizzeria - Central,Facebook,17.05,,,,,,,,,,,63,4934,4738
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,0,16,DELIVERY,1,1,114.49,0,0,1,114.49,0,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,0,18,TAKE_AWAY,1,1,64.2,1,64.2,0,0,9,,,
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,1,1,172.26,0,0,1,172.26,0,,,
2020-01-12,Louvré,Louvré,Facebook,3.51,,,,,,,,,,,9,501,369
2020-01-12,The Brunch Place,The Brunch Place - Central,Facebook,3.03,,,,,,,,,,,13,349,328
2020-01-12,The Brunch Place,The Brunch Place - Central,Facebook,4.97,,,,,,,,,,,10,688,671
2020-01-12,The Brunch Place,The Brunch Place - Central,Facebook,13.63,,,,,,,,,,,57,2297,2156
2020-01-13,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,2,2,51.86,0,0,2,51.86,0,,,
2020-01-13,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-01-13,Pizzeria,Pizzeria - Central,Facebook,3.64,,,,,,,,,,,4,326,251
2020-01-13,Pizzeria,Pizzeria - Central,Facebook,14.2,,,,,,,,,,,13,1568,1227
2020-01-13,Pizzeria,Pizzeria - Central,Facebook,16.24,,,,,,,,,,,42,3712,3458
2020-01-13,Pizzeria,Pizzeria - Central,Facebook,17.31,,,,,,,,,,,41,4366,4170
2020-01-13,Pizzeria,Pizzeria - Central,Platform B,0,16,DELIVERY,1,1,85.6,0,0,1,85.6,0,,,
2020-01-13,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,2,2,62.06,0,0,2,62.06,0,,,
2020-01-13,Louvré,Louvré,Facebook,3.68,,,,,,,,,,,11,589,473
2020-01-13,The Brunch Place,The Brunch Place - Central,Facebook,4.93,,,,,,,,,,,4,868,848
2020-01-13,The Brunch Place,The Brunch Place - Central,Facebook,13.92,,,,,,,,,,,102,2475,2291
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,3,3,89.88,0,0,3,89.88,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,2,1,25.68,0,0,1,25.68,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,51.36,0,0,1,51.36,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,2,2,135.75,0,0,2,135.75,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-14,Pizzeria,Pizzeria - Central,Facebook,4.05,,,,,,,,,,,11,379,269
2020-01-14,Pizzeria,Pizzeria - Central,Facebook,14.11,,,,,,,,,,,15,1606,1298
2020-01-14,Pizzeria,Pizzeria - Central,Facebook,16.03,,,,,,,,,,,49,3839,3596
2020-01-14,Pizzeria,Pizzeria - Central,Facebook,17.03,,,,,,,,,,,53,4627,4421
2020-01-14,Louvré,Louvré,Facebook,3.48,,,,,,,,,,,7,781,691
2020-01-14,The Brunch Place,The Brunch Place - Central,Facebook,5.12,,,,,,,,,,,8,987,969
2020-01-14,The Brunch Place,The Brunch Place - Central,Facebook,14.46,,,,,,,,,,,70,2803,2627
2020-01-15,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,32.1,0,0,1,32.1,0,,,
2020-01-15,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-15,Pizzeria,Pizzeria - Central,Facebook,3.68,,,,,,,,,,,6,341,267
2020-01-15,Pizzeria,Pizzeria - Central,Facebook,11.99,,,,,,,,,,,10,1548,1200
2020-01-15,Pizzeria,Pizzeria - Central,Facebook,13.68,,,,,,,,,,,42,3599,3370
2020-01-15,Pizzeria,Pizzeria - Central,Facebook,14.73,,,,,,,,,,,35,3667,3464
2020-01-15,Louvré,Louvré,Facebook,3.41,,,,,,,,,,,16,839,744
2020-01-15,The Brunch Place,The Brunch Place - Central,Facebook,5,,,,,,,,,,,8,953,934
2020-01-15,The Brunch Place,The Brunch Place - Central,Facebook,14.65,,,,,,,,,,,94,2736,2582
2020-01-16,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,110.21,0,0,1,110.21,0,,,
2020-01-16,Pizzeria,Pizzeria - Central,Facebook,3.01,,,,,,,,,,,4,269,191
2020-01-16,Pizzeria,Pizzeria - Central,Facebook,9.71,,,,,,,,,,,9,1263,918
2020-01-16,Pizzeria,Pizzeria - Central,Facebook,12.13,,,,,,,,,,,26,3889,3643
2020-01-16,Pizzeria,Pizzeria - Central,Facebook,14.35,,,,,,,,,,,44,3418,3195
2020-01-16,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,26.21,0,0,1,26.21,0,,,
2020-01-16,Louvré,Louvré,Facebook,1.22,,,,,,,,,,,13,530,512
2020-01-16,Louvré,Louvré,Facebook,1.47,,,,,,,,,,,5,280,262
2020-01-16,The Brunch Place,The Brunch Place - Central,Facebook,3.17,,,,,,,,,,,6,582,577
2020-01-16,The Brunch Place,The Brunch Place - Central,Facebook,9.77,,,,,,,,,,,53,1589,1522
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,71.69,0,0,1,71.69,0,,,
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,116.06,0,0,2,116.06,0,,,
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,0,9,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-17,Pizzeria,Pizzeria - Central,Facebook,3.03,,,,,,,,,,,4,253,194
2020-01-17,Pizzeria,Pizzeria - Central,Facebook,9.66,,,,,,,,,,,5,1220,850
2020-01-17,Pizzeria,Pizzeria - Central,Facebook,12.47,,,,,,,,,,,24,3865,3617
2020-01-17,Pizzeria,Pizzeria - Central,Facebook,14.69,,,,,,,,,,,36,3463,3257
2020-01-17,Louvré,Louvré,Facebook,3.43,,,,,,,,,,,19,1339,1214
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,0,13,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,73.83,0,0,1,73.83,0,,,
2020-01-18,Pizzeria,Pizzeria - Central,Facebook,3.49,,,,,,,,,,,5,262,210
2020-01-18,Pizzeria,Pizzeria - Central,Facebook,9.44,,,,,,,,,,,10,1250,910
2020-01-18,Pizzeria,Pizzeria - Central,Facebook,12.07,,,,,,,,,,,16,3345,3171
2020-01-18,Pizzeria,Pizzeria - Central,Facebook,13.94,,,,,,,,,,,37,2903,2702
2020-01-18,Louvré,Louvré,Facebook,3.55,,,,,,,,,,,12,1027,908
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,54.57,0,0,1,54.57,0,,,
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,108.06,0,0,1,108.06,0,,,
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,85.6,0,0,1,85.6,0,,,
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,0.28,,,,,,,,,,,1,71,71
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,0.32,,,,,,,,,,,0,53,53
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,3.55,,,,,,,,,,,2,314,241
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,7.07,,,,,,,,,,,3,1014,785
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,10.74,,,,,,,,,,,21,3071,2939
2020-01-19,Pizzeria,Pizzeria - Central,Facebook,12.62,,,,,,,,,,,21,2709,2579
2020-01-19,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,1,1,78.1,0,0,1,78.1,0,,,
2020-01-19,Louvré,Louvré,Facebook,3.46,,,,,,,,,,,17,863,745
2020-01-19,The Brunch Place,The Brunch Place - Central,Facebook,2.15,,,,,,,,,,,7,396,382
2020-01-19,The Brunch Place,The Brunch Place - Central,Facebook,6.38,,,,,,,,,,,14,1853,1693
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,2,2,96.3,0,0,2,96.3,0,,,
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,36.38,0,0,1,36.38,0,,,
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,62.56,0,0,2,62.56,0,,,
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,2,2,216.14,0,0,2,216.14,0,,,
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,2.97,,,,,,,,,,,7,273,194
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,4.9,,,,,,,,,,,4,618,475
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,5.21,,,,,,,,,,,9,1658,1583
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,7.01,,,,,,,,,,,31,3003,2954
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,7.26,,,,,,,,,,,7,2707,2644
2020-01-20,Pizzeria,Pizzeria - Central,Facebook,9.18,,,,,,,,,,,13,2073,1946
2020-01-20,Louvré,Louvré,Facebook,3.41,,,,,,,,,,,10,1118,1007
2020-01-20,The Brunch Place,The Brunch Place - Central,Facebook,8.28,,,,,,,,,,,13,2610,2471
2020-01-20,The Brunch Place,The Brunch Place - Central,Facebook,11.05,,,,,,,,,,,37,3505,3172
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,57.78,0,0,1,57.78,0,,,
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,128.4,0,0,2,128.4,0,,,
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,2.99,,,,,,,,,,,10,955,925
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,3.05,,,,,,,,,,,1,278,205
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,4.95,,,,,,,,,,,2,705,542
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,5.05,,,,,,,,,,,12,1648,1540
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,8.61,,,,,,,,,,,19,2841,2790
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,9.12,,,,,,,,,,,29,2045,1911
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,11.54,,,,,,,,,,,21,2467,2282
2020-01-21,Pizzeria,Pizzeria - Central,Facebook,11.95,,,,,,,,,,,49,5923,5776
2020-01-21,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,39.59,0,0,1,39.59,0,,,
2020-01-21,Louvré,Louvré,Facebook,3.72,,,,,,,,,,,31,2058,1911
2020-01-21,The Brunch Place,The Brunch Place - Central,Facebook,7.88,,,,,,,,,,,13,2608,2378
2020-01-21,The Brunch Place,The Brunch Place - Central,Facebook,12.04,,,,,,,,,,,32,2886,2425
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,31.53,0,0,1,31.53,0,,,
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,34.24,0,0,1,34.24,0,,,
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,3.12,,,,,,,,,,,1,272,211
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,3.51,,,,,,,,,,,6,946,913
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,4.8,,,,,,,,,,,8,1867,1678
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,4.87,,,,,,,,,,,2,710,521
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,7.34,,,,,,,,,,,14,2213,2181
2020-01-22,Pizzeria,Pizzeria - Central,Facebook,8.63,,,,,,,,,,,22,2296,2132
2020-01-22,Louvré,Louvré,Facebook,3.31,,,,,,,,,,,26,1164,1034
2020-01-22,The Brunch Place,The Brunch Place - Central,Facebook,7.76,,,,,,,,,,,18,1993,1773
2020-01-22,The Brunch Place,The Brunch Place - Central,Facebook,11.49,,,,,,,,,,,23,2904,2436
