transaction_date,brand_name,outlet_name,channel,ad_spend,transaction_hour,order_type,total_orders,total_completed_orders,total_sales,total_promo_orders,total_promo_sales,total_non_promo_orders,total_non_promo_sales,platform_promo_spend,clicks,impressions,reach
2020-04-06,Pizzeria,Pizzeria - Central,Facebook,2.5,,,,,,,,,,,7,727,703
2020-04-06,Pizzeria,Pizzeria - Central,Facebook,2.5,,,,,,,,,,,4,679,671
2020-04-06,Pizzeria,Pizzeria - Central,Facebook,3.46,,,,,,,,,,,9,913,894
2020-04-06,Pizzeria,Pizzeria - Central,Facebook,6.69,,,,,,,,,,,9,1590,1555
2020-04-06,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-06,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,2,2,178.69,0,0,2,178.69,0,,,
2020-04-06,Louvré,Louvré,Facebook,7.43,,,,,,,,,,,31,1508,1489
2020-04-06,Louvré,Louvré,Facebook,27.49,,,,,,,,,,,81,2740,2272
2020-04-06,Louvré,Louvré,Facebook,27.56,,,,,,,,,,,107,3199,2797
2020-04-06,Louvré,Louvré,Facebook,27.57,,,,,,,,,,,160,3167,2791
2020-04-06,The Brunch Place,The Brunch Place - Central,Facebook,1.58,,,,,,,,,,,3,252,221
2020-04-06,The Brunch Place,The Brunch Place - Central,Facebook,1.67,,,,,,,,,,,4,223,221
2020-04-06,The Brunch Place,The Brunch Place - Central,Facebook,1.68,,,,,,,,,,,6,103,101
2020-04-06,The Brunch Place,The Brunch Place - Central,Facebook,2.82,,,,,,,,,,,16,611,608
2020-04-06,The Beach,The Beach,Facebook,3.45,,,,,,,,,,,16,365,326
2020-04-06,The Beach,The Beach,Facebook,3.79,,,,,,,,,,,7,1493,1488
2020-04-06,The Beach,The Beach,Facebook,5.1,,,,,,,,,,,70,955,922
2020-04-07,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,2,2,129.99,0,0,2,129.99,0,,,
2020-04-07,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,63.13,0,0,2,63.13,0,,,
2020-04-07,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-07,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,2,2,104.32,0,0,2,104.32,0,,,
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,1.38,,,,,,,,,,,0,267,262
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,1.39,,,,,,,,,,,4,398,390
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,1.65,,,,,,,,,,,8,471,456
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,2.01,,,,,,,,,,,9,577,567
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,2.2,,,,,,,,,,,8,598,583
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,2.54,,,,,,,,,,,9,472,452
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,2.6,,,,,,,,,,,9,445,420
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,2.79,,,,,,,,,,,7,785,766
2020-04-07,Pizzeria,Pizzeria - Central,Facebook,6.54,,,,,,,,,,,9,1510,1456
2020-04-07,Pizzeria,Pizzeria - Central,Platform B,0,18,TAKE_AWAY,1,1,33.17,1,33.17,0,0,4.65,,,
2020-04-07,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,2,2,69.55,0,0,2,69.55,0,,,
2020-04-07,Louvré,Louvré,Facebook,8.05,,,,,,,,,,,54,2022,1990
2020-04-07,Louvré,Louvré,Facebook,26.84,,,,,,,,,,,122,3211,2654
2020-04-07,Louvré,Louvré,Facebook,26.93,,,,,,,,,,,146,3872,3366
2020-04-07,Louvré,Louvré,Facebook,26.93,,,,,,,,,,,140,4085,3546
2020-04-07,The Brunch Place,The Brunch Place - Central,Facebook,1.6,,,,,,,,,,,5,193,192
2020-04-07,The Brunch Place,The Brunch Place - Central,Facebook,1.63,,,,,,,,,,,6,358,354
2020-04-07,The Brunch Place,The Brunch Place - Central,Facebook,1.8,,,,,,,,,,,2,313,278
2020-04-07,The Brunch Place,The Brunch Place - Central,Facebook,2.95,,,,,,,,,,,19,708,694
2020-04-07,The Beach,The Beach,Facebook,3.61,,,,,,,,,,,18,376,332
2020-04-07,The Beach,The Beach,Facebook,3.98,,,,,,,,,,,17,1513,1505
2020-04-07,The Beach,The Beach,Facebook,5.06,,,,,,,,,,,100,957,906
2020-04-08,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,59.92,0,0,1,59.92,0,,,
2020-04-08,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,54.57,0,0,1,54.57,0,,,
2020-04-08,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,44.94,0,0,1,44.94,0,,,
2020-04-08,Pizzeria,Pizzeria - Central,Facebook,2.33,,,,,,,,,,,6,581,576
2020-04-08,Pizzeria,Pizzeria - Central,Facebook,2.86,,,,,,,,,,,10,772,755
2020-04-08,Pizzeria,Pizzeria - Central,Facebook,3.18,,,,,,,,,,,7,755,745
2020-04-08,Pizzeria,Pizzeria - Central,Facebook,3.27,,,,,,,,,,,5,477,434
2020-04-08,Pizzeria,Pizzeria - Central,Facebook,6.43,,,,,,,,,,,6,1288,1239
2020-04-08,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,40.66,0,0,1,40.66,0,,,
2020-04-08,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,44.94,0,0,1,44.94,0,,,
2020-04-08,Louvré,Louvré,Facebook,7.16,,,,,,,,,,,24,1711,1694
2020-04-08,Louvré,Louvré,Facebook,26.62,,,,,,,,,,,121,3808,3387
2020-04-08,Louvré,Louvré,Facebook,26.76,,,,,,,,,,,116,3273,2730
2020-04-08,Louvré,Louvré,Facebook,26.8,,,,,,,,,,,127,4007,3534
2020-04-08,The Brunch Place,The Brunch Place - Central,Facebook,1.68,,,,,,,,,,,2,237,231
2020-04-08,The Brunch Place,The Brunch Place - Central,Facebook,1.68,,,,,,,,,,,4,244,208
2020-04-08,The Brunch Place,The Brunch Place - Central,Facebook,1.8,,,,,,,,,,,7,93,90
2020-04-08,The Brunch Place,The Brunch Place - Central,Facebook,2.87,,,,,,,,,,,16,668,658
2020-04-08,The Beach,The Beach,Facebook,3.5,,,,,,,,,,,20,386,349
2020-04-08,The Beach,The Beach,Facebook,3.88,,,,,,,,,,,19,1595,1589
2020-04-08,The Beach,The Beach,Facebook,4.97,,,,,,,,,,,85,1035,1001
2020-04-09,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,89.88,0,0,2,89.88,0,,,
2020-04-09,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-04-09,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-04-09,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,2,2,58.31,0,0,2,58.31,0,,,
2020-04-09,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-04-09,Pizzeria,Pizzeria - Central,Facebook,4.8,,,,,,,,,,,7,1200,1185
2020-04-09,Pizzeria,Pizzeria - Central,Facebook,6.39,,,,,,,,,,,6,1499,1454
2020-04-09,Pizzeria,Pizzeria - Central,Facebook,6.7,,,,,,,,,,,19,1591,1481
2020-04-09,Pizzeria,Pizzeria - Central,Facebook,7.62,,,,,,,,,,,16,1531,1486
2020-04-09,Pizzeria,Pizzeria - Central,Facebook,12.77,,,,,,,,,,,26,1909,1779
2020-04-09,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,50.82,0,0,1,50.82,0,,,
2020-04-09,Louvré,Louvré,Facebook,3.06,,,,,,,,,,,33,411,400
2020-04-09,Louvré,Louvré,Facebook,7.45,,,,,,,,,,,35,1610,1594
2020-04-09,Louvré,Louvré,Facebook,11.22,,,,,,,,,,,46,1663,1610
2020-04-09,Louvré,Louvré,Facebook,11.4,,,,,,,,,,,45,1357,1269
2020-04-09,Louvré,Louvré,Facebook,11.42,,,,,,,,,,,40,1583,1531
2020-04-09,The Brunch Place,The Brunch Place - Central,Facebook,1.63,,,,,,,,,,,8,90,89
2020-04-09,The Brunch Place,The Brunch Place - Central,Facebook,1.71,,,,,,,,,,,7,195,171
2020-04-09,The Brunch Place,The Brunch Place - Central,Facebook,1.71,,,,,,,,,,,9,262,258
2020-04-09,The Brunch Place,The Brunch Place - Central,Facebook,2.86,,,,,,,,,,,19,793,777
2020-04-09,The Beach,The Beach,Facebook,3.42,,,,,,,,,,,11,365,324
2020-04-09,The Beach,The Beach,Facebook,3.58,,,,,,,,,,,10,1438,1436
2020-04-09,The Beach,The Beach,Facebook,4.84,,,,,,,,,,,73,922,902
2020-04-10,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,64.73,0,0,1,64.73,0,,,
2020-04-10,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,52.96,0,0,1,52.96,0,,,
2020-04-10,Pizzeria,Pizzeria - Central,Facebook,5.07,,,,,,,,,,,6,960,936
2020-04-10,Pizzeria,Pizzeria - Central,Facebook,6.45,,,,,,,,,,,10,1646,1590
2020-04-10,Pizzeria,Pizzeria - Central,Facebook,6.96,,,,,,,,,,,17,1449,1383
2020-04-10,Pizzeria,Pizzeria - Central,Facebook,7.94,,,,,,,,,,,19,1267,1242
2020-04-10,Pizzeria,Pizzeria - Central,Facebook,12.77,,,,,,,,,,,11,1856,1703
2020-04-10,Louvré,Louvré,Facebook,7.64,,,,,,,,,,,52,1236,1152
2020-04-10,Louvré,Louvré,Facebook,7.65,,,,,,,,,,,36,1566,1555
2020-04-10,The Brunch Place,The Brunch Place - Central,Facebook,1.63,,,,,,,,,,,1,247,243
2020-04-10,The Brunch Place,The Brunch Place - Central,Facebook,1.64,,,,,,,,,,,0,210,184
2020-04-10,The Brunch Place,The Brunch Place - Central,Facebook,1.88,,,,,,,,,,,4,125,122
2020-04-10,The Brunch Place,The Brunch Place - Central,Facebook,3.03,,,,,,,,,,,8,668,656
2020-04-10,The Beach,The Beach,Facebook,3.5,,,,,,,,,,,13,318,293
2020-04-10,The Beach,The Beach,Facebook,3.84,,,,,,,,,,,8,1348,1344
2020-04-10,The Beach,The Beach,Facebook,5.16,,,,,,,,,,,92,846,825
2020-04-11,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,25.68,0,0,1,25.68,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,22.47,0,0,1,22.47,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,171.2,0,0,1,171.2,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Facebook,5.01,,,,,,,,,,,11,972,943
2020-04-11,Pizzeria,Pizzeria - Central,Facebook,6.46,,,,,,,,,,,5,1791,1729
2020-04-11,Pizzeria,Pizzeria - Central,Facebook,7.15,,,,,,,,,,,14,1056,993
2020-04-11,Pizzeria,Pizzeria - Central,Facebook,7.53,,,,,,,,,,,16,1130,1103
2020-04-11,Pizzeria,Pizzeria - Central,Facebook,12.95,,,,,,,,,,,18,1672,1578
2020-04-11,Pizzeria,Pizzeria - Central,Platform B,0,14,DELIVERY,1,1,60.98,0,0,1,60.98,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,55.64,0,0,1,55.64,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,132.68,0,0,1,132.68,0,,,
2020-04-11,Pizzeria,Pizzeria - Central,Platform B,0,16,DELIVERY,1,1,110.21,0,0,1,110.21,0,,,
2020-04-11,Louvré,Louvré,Facebook,7.7,,,,,,,,,,,30,1383,1374
2020-04-11,Louvré,Louvré,Facebook,8.1,,,,,,,,,,,57,1253,1188
2020-04-11,The Brunch Place,The Brunch Place - Central,Facebook,1.56,,,,,,,,,,,5,219,216
2020-04-11,The Brunch Place,The Brunch Place - Central,Facebook,1.57,,,,,,,,,,,4,134,132
2020-04-11,The Brunch Place,The Brunch Place - Central,Facebook,1.66,,,,,,,,,,,1,220,207
2020-04-11,The Brunch Place,The Brunch Place - Central,Facebook,2.91,,,,,,,,,,,17,573,565
2020-04-11,The Beach,The Beach,Facebook,3.15,,,,,,,,,,,14,286,266
2020-04-11,The Beach,The Beach,Facebook,3.76,,,,,,,,,,,4,1181,1177
2020-04-11,The Beach,The Beach,Facebook,5.21,,,,,,,,,,,67,882,865
2020-04-12,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,2,2,133.75,0,0,2,133.75,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,54.57,0,0,1,54.57,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform A,0,13,DELIVERY,1,1,22.47,0,0,1,22.47,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform A,0,13,TAKE_AWAY,1,1,37.45,0,0,1,37.45,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,4,4,306.55,0,0,4,306.55,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Facebook,5.05,,,,,,,,,,,9,951,928
2020-04-12,Pizzeria,Pizzeria - Central,Facebook,6.52,,,,,,,,,,,11,1465,1407
2020-04-12,Pizzeria,Pizzeria - Central,Facebook,7.04,,,,,,,,,,,7,1071,1035
2020-04-12,Pizzeria,Pizzeria - Central,Facebook,7.68,,,,,,,,,,,13,1116,1087
2020-04-12,Pizzeria,Pizzeria - Central,Facebook,12.54,,,,,,,,,,,11,1662,1574
2020-04-12,Pizzeria,Pizzeria - Central,Platform B,0,15,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,50.29,0,0,1,50.29,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,2,2,139.1,0,0,2,139.1,0,,,
2020-04-12,Pizzeria,Pizzeria - Central,Platform B,0,14,DELIVERY,1,1,114.49,0,0,1,114.49,0,,,
2020-04-12,Louvré,Louvré,Facebook,7.45,,,,,,,,,,,30,1098,1048
2020-04-12,Louvré,Louvré,Facebook,7.61,,,,,,,,,,,25,1309,1300
2020-04-12,The Brunch Place,The Brunch Place - Central,Facebook,1.65,,,,,,,,,,,0,195,189
2020-04-12,The Brunch Place,The Brunch Place - Central,Facebook,1.72,,,,,,,,,,,5,219,192
2020-04-12,The Brunch Place,The Brunch Place - Central,Facebook,1.79,,,,,,,,,,,6,82,78
2020-04-12,The Brunch Place,The Brunch Place - Central,Facebook,3.09,,,,,,,,,,,17,588,577
2020-04-12,The Beach,The Beach,Facebook,3.37,,,,,,,,,,,4,339,311
2020-04-12,The Beach,The Beach,Facebook,3.81,,,,,,,,,,,6,1234,1223
2020-04-12,The Beach,The Beach,Facebook,5.26,,,,,,,,,,,67,905,871
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,123.05,0,0,2,123.05,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,64.19,0,0,1,64.19,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,142.31,0,0,1,142.31,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,3,2,128.93,0,0,2,128.93,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-04-13,Pizzeria,Pizzeria - Central,Facebook,4.84,,,,,,,,,,,6,769,758
2020-04-13,Pizzeria,Pizzeria - Central,Facebook,6.18,,,,,,,,,,,16,1098,1077
2020-04-13,Pizzeria,Pizzeria - Central,Facebook,6.66,,,,,,,,,,,5,1338,1298
2020-04-13,Pizzeria,Pizzeria - Central,Facebook,7.56,,,,,,,,,,,8,942,913
2020-04-13,Pizzeria,Pizzeria - Central,Facebook,14.37,,,,,,,,,,,19,1647,1507
2020-04-13,Pizzeria,Pizzeria - Central,Platform B,0,18,TAKE_AWAY,1,1,64.2,1,64.2,0,0,9,,,
2020-04-13,Louvré,Louvré,Facebook,7.73,,,,,,,,,,,15,1224,1214
2020-04-13,Louvré,Louvré,Facebook,7.75,,,,,,,,,,,29,849,816
2020-04-13,The Brunch Place,The Brunch Place - Central,Facebook,1.71,,,,,,,,,,,1,247,246
2020-04-13,The Brunch Place,The Brunch Place - Central,Facebook,1.75,,,,,,,,,,,0,184,172
2020-04-13,The Brunch Place,The Brunch Place - Central,Facebook,1.79,,,,,,,,,,,4,110,107
2020-04-13,The Brunch Place,The Brunch Place - Central,Facebook,3.1,,,,,,,,,,,12,688,680
2020-04-13,The Beach,The Beach,Facebook,3.42,,,,,,,,,,,8,271,244
2020-04-13,The Beach,The Beach,Facebook,3.8,,,,,,,,,,,9,1003,1001
2020-04-13,The Beach,The Beach,Facebook,5.31,,,,,,,,,,,81,840,813
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,60.99,0,0,1,60.99,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,1,1,64.73,0,0,1,64.73,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,33.16,0,0,1,33.16,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,31.56,0,0,1,31.56,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,48.15,0,0,1,48.15,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,3,3,143.38,0,0,3,143.38,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Facebook,5.11,,,,,,,,,,,13,1272,1260
2020-04-14,Pizzeria,Pizzeria - Central,Facebook,6.02,,,,,,,,,,,13,1764,1750
2020-04-14,Pizzeria,Pizzeria - Central,Facebook,6.52,,,,,,,,,,,1,1447,1415
2020-04-14,Pizzeria,Pizzeria - Central,Facebook,8.58,,,,,,,,,,,20,1404,1370
2020-04-14,Pizzeria,Pizzeria - Central,Facebook,13,,,,,,,,,,,22,1841,1736
2020-04-14,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,2,2,56.71,0,0,2,56.71,0,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform B,0,14,TAKE_AWAY,1,1,22.47,1,22.47,0,0,3.15,,,
2020-04-14,Pizzeria,Pizzeria - Central,Platform B,0,17,TAKE_AWAY,1,1,32.1,1,32.1,0,0,4.5,,,
2020-04-14,Louvré,Louvré,Facebook,7.68,,,,,,,,,,,33,1356,1343
2020-04-14,Louvré,Louvré,Facebook,8.08,,,,,,,,,,,46,1146,1094
2020-04-14,The Brunch Place,The Brunch Place - Central,Facebook,1.68,,,,,,,,,,,6,292,283
2020-04-14,The Brunch Place,The Brunch Place - Central,Facebook,1.7,,,,,,,,,,,9,107,107
2020-04-14,The Brunch Place,The Brunch Place - Central,Facebook,1.74,,,,,,,,,,,9,395,392
2020-04-14,The Brunch Place,The Brunch Place - Central,Facebook,1.86,,,,,,,,,,,5,221,192
2020-04-14,The Beach,The Beach,Facebook,2.68,,,,,,,,,,,2,900,899
2020-04-14,The Beach,The Beach,Facebook,3.38,,,,,,,,,,,39,652,637
2020-04-14,The Beach,The Beach,Facebook,3.47,,,,,,,,,,,20,344,314
2020-04-15,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,2,2,213.99,0,0,2,213.99,0,,,
2020-04-15,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-04-15,Pizzeria,Pizzeria - Central,Platform A,0,13,DELIVERY,1,1,31.55,0,0,1,31.55,0,,,
2020-04-15,Pizzeria,Pizzeria - Central,Facebook,6.07,,,,,,,,,,,14,1471,1452
2020-04-15,Pizzeria,Pizzeria - Central,Facebook,6.35,,,,,,,,,,,6,1430,1376
2020-04-15,Pizzeria,Pizzeria - Central,Facebook,7.72,,,,,,,,,,,10,1879,1838
2020-04-15,Pizzeria,Pizzeria - Central,Facebook,8.4,,,,,,,,,,,16,1351,1308
2020-04-15,Pizzeria,Pizzeria - Central,Facebook,12.85,,,,,,,,,,,22,1875,1656
2020-04-15,Pizzeria,Pizzeria - Central,Platform B,0,15,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-15,Pizzeria,Pizzeria - Central,Platform B,0,14,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-15,Louvré,Louvré,Facebook,4.53,,,,,,,,,,,93,1054,1033
2020-04-15,Louvré,Louvré,Facebook,7.84,,,,,,,,,,,60,1332,1269
2020-04-15,The Brunch Place,The Brunch Place - Central,Facebook,0.75,,,,,,,,,,,6,154,153
2020-04-15,The Brunch Place,The Brunch Place - Central,Facebook,1.55,,,,,,,,,,,23,248,248
2020-04-15,The Brunch Place,The Brunch Place - Central,Facebook,1.58,,,,,,,,,,,11,210,188
2020-04-15,The Brunch Place,The Brunch Place - Central,Facebook,1.68,,,,,,,,,,,6,250,248
2020-04-15,The Brunch Place,The Brunch Place - Central,Facebook,1.72,,,,,,,,,,,5,121,120
2020-04-15,The Beach,The Beach,Facebook,0.96,,,,,,,,,,,9,103,103
2020-04-15,The Beach,The Beach,Facebook,3.12,,,,,,,,,,,9,336,309
2020-04-16,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-04-16,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-16,Pizzeria,Pizzeria - Central,Facebook,6.33,,,,,,,,,,,3,1392,1353
2020-04-16,Pizzeria,Pizzeria - Central,Facebook,6.62,,,,,,,,,,,11,1237,1189
2020-04-16,Pizzeria,Pizzeria - Central,Facebook,7.92,,,,,,,,,,,17,1426,1390
2020-04-16,Pizzeria,Pizzeria - Central,Facebook,8.25,,,,,,,,,,,20,929,890
2020-04-16,Pizzeria,Pizzeria - Central,Facebook,12.16,,,,,,,,,,,24,1446,1242
2020-04-16,Louvré,Louvré,Facebook,5.66,,,,,,,,,,,91,1168,1081
2020-04-16,Louvré,Louvré,Facebook,5.74,,,,,,,,,,,74,965,870
2020-04-16,Louvré,Louvré,Facebook,7.85,,,,,,,,,,,38,1286,1243
2020-04-16,Louvré,Louvré,Facebook,9.48,,,,,,,,,,,162,2034,1860
2020-04-16,The Brunch Place,The Brunch Place - Central,Facebook,1.66,,,,,,,,,,,6,276,275
2020-04-16,The Brunch Place,The Brunch Place - Central,Facebook,1.67,,,,,,,,,,,5,154,153
2020-04-16,The Brunch Place,The Brunch Place - Central,Facebook,1.7,,,,,,,,,,,6,275,261
2020-04-16,The Brunch Place,The Brunch Place - Central,Facebook,3.23,,,,,,,,,,,65,1223,1198
2020-04-16,The Brunch Place,The Brunch Place - Central,Facebook,6.36,,,,,,,,,,,61,1652,1613
2020-04-16,The Beach,The Beach,Facebook,3.01,,,,,,,,,,,8,334,316
2020-04-16,The Beach,The Beach,Facebook,6.44,,,,,,,,,,,75,1062,959
2020-04-17,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,32.1,0,0,1,32.1,0,,,
2020-04-17,Pizzeria,Pizzeria - Central,Platform A,0,9,DELIVERY,1,1,50.29,0,0,1,50.29,0,,,
2020-04-17,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,3,3,121.98,0,0,3,121.98,0,,,
2020-04-17,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,23.54,0,0,1,23.54,0,,,
2020-04-17,Pizzeria,Pizzeria - Central,Facebook,6.48,,,,,,,,,,,7,1372,1336
2020-04-17,Pizzeria,Pizzeria - Central,Facebook,8.68,,,,,,,,,,,24,1470,1421
2020-04-17,Pizzeria,Pizzeria - Central,Facebook,8.72,,,,,,,,,,,16,1299,1241
2020-04-17,Pizzeria,Pizzeria - Central,Facebook,9.88,,,,,,,,,,,25,2569,2532
2020-04-17,Pizzeria,Pizzeria - Central,Facebook,11.42,,,,,,,,,,,11,1642,1406
2020-04-17,Pizzeria,Pizzeria - Central,Platform B,0,21,DELIVERY,1,1,107.52,0,0,1,107.52,0,,,
2020-04-17,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,43.87,0,0,1,43.87,0,,,
2020-04-17,Louvré,Louvré,Facebook,2.95,,,,,,,,,,,32,1169,1161
2020-04-17,Louvré,Louvré,Facebook,6.01,,,,,,,,,,,115,1364,1294
2020-04-17,Louvré,Louvré,Facebook,6.02,,,,,,,,,,,74,1122,1040
2020-04-17,Louvré,Louvré,Facebook,7.57,,,,,,,,,,,42,1270,1226
2020-04-17,Louvré,Louvré,Facebook,9.96,,,,,,,,,,,166,2212,2090
2020-04-17,The Brunch Place,The Brunch Place - Central,Facebook,1.59,,,,,,,,,,,1,212,204
2020-04-17,The Brunch Place,The Brunch Place - Central,Facebook,1.6,,,,,,,,,,,19,113,113
2020-04-17,The Brunch Place,The Brunch Place - Central,Facebook,1.72,,,,,,,,,,,3,241,232
2020-04-17,The Brunch Place,The Brunch Place - Central,Facebook,3.02,,,,,,,,,,,35,1445,1425
2020-04-17,The Brunch Place,The Brunch Place - Central,Facebook,6.78,,,,,,,,,,,75,1755,1736
2020-04-17,The Beach,The Beach,Facebook,3.34,,,,,,,,,,,9,320,300
2020-04-17,The Beach,The Beach,Facebook,6.71,,,,,,,,,,,74,1264,1183
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,12,DELIVERY,1,1,44.4,0,0,1,44.4,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,117.7,0,0,1,117.7,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,11,DELIVERY,3,3,164.78,0,0,3,164.78,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,9,DELIVERY,1,1,167.99,0,0,1,167.99,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,57.24,0,0,2,57.24,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Facebook,6.38,,,,,,,,,,,6,1299,1259
2020-04-18,Pizzeria,Pizzeria - Central,Facebook,8.96,,,,,,,,,,,13,1336,1295
2020-04-18,Pizzeria,Pizzeria - Central,Facebook,9.11,,,,,,,,,,,21,1478,1413
2020-04-18,Pizzeria,Pizzeria - Central,Facebook,10.45,,,,,,,,,,,20,2709,2662
2020-04-18,Pizzeria,Pizzeria - Central,Facebook,11.93,,,,,,,,,,,20,1622,1406
2020-04-18,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,36.91,0,0,1,36.91,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,23,0,0,1,23,0,,,
2020-04-18,Pizzeria,Pizzeria - Central,Platform B,0,18,DELIVERY,1,1,132.68,0,0,1,132.68,0,,,
